scheme_id,scheme_name,description,jurisdiction_type,state_code,category,annual_income_limit,occupations,social_categories,gender,age_min,age_max,is_portable,portability_type,source_dataset,source_file
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_for_interest_subsidy_service_sector,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Interest Subsidy (Service Sector),"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance for Interest Subsidy (Service Sector)"" provides an interest subsidy on the term loan to support micro-enterprises in the service sector.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_for_power_connection_charges,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Power Connection Charges,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance for Power Connection Charges"" provides financial assistance to Micro, Small, and Medium Enterprises (MSMEs) located outside Gujarat Industrial Development Corporation (GIDC) or approved industrial park areas. The scheme reimburses a portion of the charges paid to the distribution licensee for obtaining a new power connection, additional load, shifting of connection, or service line expansion.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_for_quality_certification,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Quality Certification,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance for Quality Certification"" supports MSMEs in the manufacturing sector to obtain quality certifications and enhance their product standards in a competitive market. The scheme covers the implementation of ERP systems and national/international quality certifications.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_for_raising_capital_through_sme_exchange,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Raising Capital through SME Exchange,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance for Raising Capital through SME Exchange"" aims to help MSMEs raise equity capital by listing on SME Exchanges. It provides financial assistance to MSMEs for expenses incurred in this process, encouraging them to explore funding options through the capital markets.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_for_technology_acquisition,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Technology Acquisition,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance for Technology Acquisition"" supports enterprises in acquiring appropriate technology for their product or process, covering up to 70% of the cost including royalty payments for the first 2 years.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_in_implementation_of_information_and_communication_technology_ict,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance in Implementation of Information and Communication Technology (ICT),"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance in Implementation of Information and Communication Technology (ICT)"" offers financial assistance to enterprises for the implementation of Information and Communication Technology (ICT) solutions, including hardware for cloud computing and networking.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_in_rent_to_mses,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance in Rent to MSEs,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance in Rent to MSEs"" provides financial assistance to Micro and Small Enterprises (MSEs) engaged in manufacturing activities that operate from rented or leased sheds. Under this scheme, eligible enterprises can receive reimbursement of up to 70% of their rent, with a maximum limit of ₹1,00,000/- per annum.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_of_capital_investment_subsidy,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance of Capital Investment Subsidy,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance of Capital Investment Subsidy to Micro enterprises"" provides a capital investment subsidy to support micro-enterprises in manufacturing.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_to_gidc_for_developing_multi_storied_shed_in_estates,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to GIDC for Developing Multi-Storied Shed in Estates,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance to GIDC for Developing Multi-Storied Shed in Estates"" provides assistance for constructing multi-storied industrial sheds to support SC/ST entrepreneurs.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_to_mses_for_shed_developed_by_private_developer,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to MSEs for Shed Developed by Private Developer,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance to MSEs for Shed Developed by Private Developer"" provides SC/ST entrepreneurs for acquiring industrial sheds in mini estates developed by private developers. It encourages industrial growth by offering support for land, building, and infrastructure costs.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_to_msme_manufacturing_sector_participation_in_the_exhibition_national_and_international,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to MSME Manufacturing Sector Participation in the Exhibition (National and International),"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance to MSME Manufacturing Sector Participation in the Exhibition (National and International)"" aims to support MSME enterprises in the manufacturing sector by providing financial assistance for participation in exhibitions and trade fairs at state, national, and international levels. The assistance covers stall rent, product literature, and display material costs to enhance market exposure and business growth.",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
CENTRAL_NA_dr_babasaheb_ambedkar_udyog_uday_yojana_assistance_to_micro_and_small_enterprises_mse_of_sc_st_for_plot_developed_by_gidc,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to Micro and Small Enterprises (MSE) of SC/ST for Plot Developed by GIDC,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" is an umbrella scheme launched by the Industries and Mines Department, Gujarat. It aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports. Effective from August 7th, 2020 to August 6th, 2025, this initiative supports SC/ST entrepreneurs and strengthens MSMEs, making them globally competitive. The component ""Assistance to Micro and Small Enterprises (MSE) of SC/ST for Plot Developed by GIDC"" provides financial assistance for the development of essential industrial infrastructure, including water supply, gas connections, and approach roads. The objective is to support industries by improving last-mile connectivity and access to utilities, thereby fostering a conducive business environment. ﻿",CENTRAL,,,,,,,0,200,True,FULLY_PORTABLE,jainamgada_schemes,updated_data.csv
